Content,Sentiment
" Nằm ngay khu vực trung tâm, sân rộng, thoáng, sạch sẽ, không khí rất dễ chịu.",1
"Chùa rộng, nằm trên đồi cao, tách biệt khu dân cư, rất yên tĩnh",1
Không gian rất khoáng đạt,1
"Bài trí công phu, có hướng dẫn khách đi từ đầu đến cuối theo thứ tự.",1
Các đồ kiểu 100% bản địa và giá khá bình dân.,1
 Thích phong cảnh và sự thanh tịnh nơi đây.,1
Tuy thêm mới nhưng quy hoạch vẫn rất tốt,1
" Kiến trúc, xây dựng rất sáng tạo",1
Rất nên đi,1
"Nằm cách trung tâm Hà Nội chưa tới 50km, có thể đạp xe đến và về trong ngày",1
Khi vào hẳn trong tam bảo rất yên tĩnh,1
 Sạch sẽ và khác lạ,1
"Vẫn giữ được vẻ đẹp Chùa cổ Bắc Bộ, đường vào thuận tiện, leo lên không quá cao.",1
"Nhỏ xinh, đẹp, nên tới để tham quan và chụp hình",1
"Chợ rộng rãi, giá cả rất hợp lý",1
" Chợ rộng rãi, giá cả rất hợp lý, dễ mua",1
"Khu du lịch rộng, có nhiều làng dân tộc, hai công trình khá đẹp là Chùa Khmer và tháp Chăm.",1
"Rất đẹp, cổ kính",1
Đồ gốm đẹp,1
"View từ trên cao, cảm giác khá lạ",1
"Không khí trong lành, không gian yên tĩnh, thoáng đãng ",1
Đường lên hải đăng thú vị vì dốc thoai thoải,1
"Nhiều hiện vật có tính lịch sử, có giá trị về cả vật chất và tinh thần",1
"Dạo quanh một vòng Hồ Gươm là cũng thấy một Hà nội xưa, Hà nội trong thơ văn",1
Nên đến đây ít nhất 1 lần,1
"Nhà thờ lớn đẹp, ở vị trí cũng rất đẹp.",1
"Buổi tối quảng trường thoáng mát, rất đông người đi dạo.",1
Ngoài nước biển xanh như ngọc vây quanh cùng với những bờ cát trắng tinh hoang sơ thì con người và ẩm thực nơi đây cũng vô cùng tuyệt cho bạn khám phá,1
Nhiều công trình ,1
"Vào mùa xuân, ngày nắng... quá đẹp",1
Người dân thân thiện nồng nhiệt,1
"Khá đẹp, cổ kính",1
Giá vé khá phù hợp. Có nhiều trò chơi mới nên tạo ra sự phong phú hơn cho các lứa tuổi khác nhau.Phong cảnh sạch và đẹp,1
Không thể ngờ là có địa điểm thú vị như thế này,1
 Đồ uống ngon. Ban nhạc chơi khá hay.,1
"Chủ yếu là hoa lan, có cả nơi trồng dâu tây",1
"Nhà hàng Cô Phượng tại Phong Nha thức ăn ngon trên cả tuyệt vời. Đơn giản mà thấm gia vị. Cô Chủ Quán luôn vui vẻ, thân thiện và vui tính. Nhân viên nhanh nhẹn và chu đáo",1
"Đẹp và hùng vĩ, nhiều chỗ chơi, khám phá, tham quan",1
Phong cảnh hoang sơ và rất đẹp,1
Khuôn viên rộng và sạch sẽ,1
Cột đá được chạm khắc những hoa văn vô cùng tinh tế. Không khí cổ kính và vô cùng thanh bình ,1
"Rất rộng. Kiến trúc độc đáo, từng hoa văn được chạm trổ vô cùng tinh tế và khéo léo",1
Không khí vô cùng trang nghiêm và cổ kính,1
Kiến trúc ngôi đền rất cổ. Nên đến để hiểu thêm về lịch sử Việt Nam,1
"Thoáng đãng, bờ biển đẹp",1
Rất đẹp,1
"Đồ ở đây rất đa dạng từ tôm, cua, ghẹ, cá các loại...",1
"Trong lành, đường Thanh Niên là con đường lãng mạn nhất Hà nội",1
Hang rất rộng và đẹp,1
Là khu có hồn nhất trong các khu chợ đêm ở Siem Reap,1
"Chùa đẹp từ vị trí với thế trên cao lưng tựa núi - trước hướng biển đến kiến trúc tổng thể, không gian rất đẹp.",1
"Nằm ở vị trí khá đẹp, rất rộng rãi và thoáng đãng. Vẻ đẹp cổ xưa, rất bình dị",1
"Rất rộng, kiến trúc đẹp và hoành tráng",1
Rất rộng và nhiều hàng.,1
"Rộng và đẹp, trò chơi khá đa dạng.",1
Đúng là 1 hòn đảo thiên đường,1
"Vườn rộng, nhiều cây xanh, bài trí và chăm sóc công phu.",1
Ban nhạc flamenco rất hay.,1
" Bãi biển sạch, đẹp ",1
"Diện tích đủ để đi dạo, số lượng gian hàng- dịch vụ đủ để trải nghiệm trong 1 ngày.",1
Đi lại khá thuận tiện ,1
Nên đi một lần,1
Khám phá nhiều làng bản tuyệt đẹp,1
Một trong những trung tâm mua sắm tại Hong Kong không thể bỏ qua,1
Biển Cửa Lò thật đẹp,1
Quả thật là một điểm tham quan mà bạn không nên bỏ qua khi du lịch tại Bangkok.,1
"Tôi yêu Huế nhất vì cái cảm giác thanh bình và tĩnh lặng mỗi khi đến đây. Rõ ràng Huế vẫn rất đông người, thế nhưng cứ ngồi trên xích lô đi dạo quanh thành phố, hoặc ngồi quán cafe nào đó nhâm nhi, vẫn thấy cảm giác chả cần nói gì cả mà vẫn được trải lòng.
                  Các món ăn ở Huế cũng ngon.
                  Đồ mua sắm cũng nhiều, ai đi Huế cũng có thể mua quà mang về bằng hạt sen, trà thanh nhiệt, tôm chua, rồi thì may áo dài Huế...
                  Áo dài may ở đường Mai Thúc Loan, hãy chọn nhà may Hùng nhé - thời gian cực nhanh và áo may rất đẹp, rẻ. Lần nào đi Huế tôi cũng may :D",1
"- Một thành phố năng động, nhộn nhịp.
                                              - Hội tụ các món ăn từ mọi vùng miền.
                                              - Các hoạt động vui chơi rất nhiều, các chương trình ca nhạc lớn hầu hết tổ chức ở Tp.HCM
                                              - Nhiều điểm vui chơi yêu thích của giới trẻ như Hồ Con Rùa, Hồ Đá, Phố đi bộ.
                                              - Con người Sài Gòn thân thiện.
                                              - Giá cả cũng phải chăng nếu so với thủ đô Hà Nội
                                              - Trà đá miễn phí.",1
Buổi tối ở đây rất đẹp,1
"Rộng, thoáng đãng, là nơi cho các em nhỏ thỏa sức vui chơi, chạy nhảy.",1
"Quang cảnh tuyệt đẹp, không khí rất trong lành",1
Nơi nên đến nếu bạn là Phật tử,1
"Chùa xây mới, rất hoành tráng. Khuôn viên chùa rất rộng. View từ chùa xuống biển và thành phố Đà nẵng rất tuyệt.",1
Khá rộng,1
"Điểm tham quan thú vị; không khí thì rất trong lành, mát mẻ",1
Phong cảnh thì có view nhìn ra mấy ngọn núi ở vịnh. ,1
Là điểm cần phải đi.,1
"Sau 10 ngày lang thang một mình ở Myanmar vào những ngày cuối mùa mưa, từ Yangoon đông đúc chật cứng, tới tĩnh lặng của Goldren Rock, lang thang giữa trời và nước ở hồ Inle, hay ngắm hoàng hôn trên cầu Ubein ở Mandalay thì Bagan sẽ là nơi mình mong muốn được trở lại nhiều nhất cùng với hồ Inle. Lòng tự hứa với lòng, rồi sẽ có một ngày ai đó sẽ dắt tay mình đi lang thang trên những con đường của Bagan một lần nữa. 
                                              Bagan, tên cũ là Pagan, hay là kinh đô cũ của vương quốc Pagan cổ, nằm ở miền Trung Myanmar. Ngồi trên máy bay nhìn xuống Bagan là cả một vùng bình nguyên bằng phẳng ngút ngàn đền và đền. Tầm khoảng 4,000 ngôi đền gì đó vào thời hoàng kim và hiện giờ còn giữ được khoảng trên 2,000 dấu vết.
                                              Xuống đến sân bay, bạn sẽ phải trả phí tham quan là 15USD, tức tầm khoảng 15,000kyats (đọc là chạt). Bạn nên giữ tấm vé này trong suốt thời gian ở Bagan để nhỡ có cảnh sát du lịch hỏi thì đưa ra. Tuy nhiên, không nên đổi tiền kyats quá nhiều, xài tiền đô vô tư. Mình xin lưu ý là tiền đô thì phải ở tình trạng tuyệt hảo nhất: không bẩn, không nếp gấp; còn tiền kyats thì rách, bẩn, kích cỡ khác nhau xài vô tư. Thẻ tín dụng dung khá hạn chế, chỉ dùng được trong một số resort lớn.
                                              Bagan có 3 vùng chính: Nayagung-U, Old Bagan và New Bagan. Thời tiết: nóng và rất nóng. Dễ chịu nhất là tháng 1-2. 
                                              Dân du lịch back pack thì thường ở Nayagung-U. Dễ dàng có thể tìm được chỗ ngủ tầm 10$/đêm. Ăn uống cũng khá rẻ. Đi xe đạp tầm 20 phút là đến Old Bagan.
                                              Khu Old Bagan thì tập trung hầu hết các khách sạn hay resort ngon lành. Đợt đấy mình cắn răng ở 3 đêm trong 1 cái resort là Bagan River View Hotel (chết vì tội thích hưởng thụ dù đang đi bụi). Được cái khu Old Bagan là khu trung tâm nên lấy xe đạp hay đi xe ngựa vòng vòng 1 tí là đến được hết các điểm đẹp ở Bagan.
                                              Khu New Bagan thì phần đông là dành cho cư dân địa phương. Các bạn Miến bảo, đợt di dân từ Old Bagan qua New Bagan, chính phủ thời đấy hê trong vòng có 1 vài ngày gì đấy... Nếu bạn thích tìm hiểu cuộc sống của cư dân địa phương thì nên lang thang khu vực đấy.
                                              Ở Bagan thì xem và làm gì? Đương nhiên là đền và đền. Có một số điểm must-see:
                                              -	Ngắm hoàng hôn hay bình minh ở đền Shwesandaw. Đây là điểm đep nhất để có thể nhìn toàn cảnh Bagan.  Đền có 5 tầng, 4 mặt có cầu thang nên trèo lên cũng dễ mỗi tội hơi bị dốc tí. 
                                              -	Bay khinh khí cầu ngắm hoàng hôn hay bình minh nếu gia đình có điều kiện.
                                              -	Đền Ananda Phaya: 4 phía của đền có 4 bức tượng Phật lớn. Tùy theo khoảng cách từ bạn đến bức tượng mà bạn sẽ thấy tầm mắt của tượng khác nhau: ngoài cửa – nhìn thẳng  và xa cách; đến giữa –trìu mến; khi bạn quỳ dưới chân tượng – ánh mắt tha thứ độ lượng đang nhìn xuống bạn.
                                              -	Nên tham quan bảo tàng Bagan (đóng cửa Chủ Nhật). Tham quan rồi mới thấy bảo tàng nhà mình làm trưng bày và triển lãm quá kém.
                                              -	Và hàng rất rất nhiều nơi khác nữa.
                                              Đi vòng vòng quanh Bagan có 2 cách: 1 là thuê xe đạp (thuê khoảng từ  4,000 đến 6,000 kyats một ngày tùy theo khả năng đàm phán ), 2 là đi xe ngựa, giống kiểu xe thổ mộ ở Đà Lạt (15,000kyats nửa ngày hay tầm 25,000 kyats cả ngày). Mấy bạn đánh xe không phải là tour guide chuyên nghiệp nhưng có thể giới thiệu các điểm đến chính của Bagan.
                                              Đồ ăn ở Bagan khá phong phú và dễ. Mình thì mê ly quán chay “Be kind to animals” ở khu Old Bagan. Đồ chay authentic, hơi mắc tí nhưng đáng đồng tiền bát gạo. 
                                              Bagan không chỉ có đền chùa. Bagan đẹp vì con người thuần hậu thật thà. Không ít lần trong 3 ngày ở đó mình bị lạc khi lang thang bằng xe đạp, dù khả năng tiếng Anh của các bạn không hề giỏi nhưng các bạn cực kỳ nhiệt tình trong việc chỉ dẫn, thậm chí còn ra dấu bảo mình đợi để đi tìm người có khả năng nói tiếng Anh giúp mình. Nhớ lần sau khi ngắm hoàng hôn, mình quen được mấy bạn từ Hongkong và Pháp nên rủ nhau cùng đi ăn tối ở Nayaung-U. Đến lúc đạp xe về Old Bagan thì trời tối um và không có đèn đường. Dọc đường về nhiều lần mình đươc các bạn trẻ  đi xe máy hỏi là đi đâu về đâu. Lúc đầu sợ lắm vì cứ nghĩ thế này hay thế khác, sau ứ sợ nữa bắt chuyện luôn. Vậy là được mấy bạn còn đi kèm cùng cho đến tận khách sạn. Hay có lần lang thang đến 1 ngôi làng ven sông ở New Bagan, mua mấy thứ bánh địa phương rồi ngồi ăn cùng đám trẻ con ở đấy.
                                              Ngồi viết review trong một ngày Hà Nội mưa gió, xám mịt mùng mà bao nhiêu ký ức của nắng gió Bagan ùa  về… ",1
Cảnh quan cuốn hút,1
"Rất to đẹp, bên trong Chánh điện còn đẹp nữa",1
"Không khí rất vui, bán rất nhiều loại mặt hàng",1
"Ngắm cảnh biển Pataya từ trên cao, không cần mua vé.",1
Vị trí ở rất gần trung tâm thành phố,1
"Rất đẹp, bãi biển dài",1
"Có khá nhiều đặc sản đặc sắc: Bánh cuốn chả nướng que tre với hành khô ròn giụm (cực ngon ^^) , Mít tiến vua Đại Hoàng (cái này không cần phải giới thiệu nhiều về độ ngon và thơm), Gà Móng Tiên Phong - Duy Tiên (gà thịt chắc và đen, thơm ngon hết ý), còn nhiều những món ngon nữa nhưng những món đó nhiều nơi có rồi nên mình không kể ở đây nữa. Gần đây ở Hà nam còn có nhiều dự án trồng nấm sạch, nuôi ong lấy mật sạch, nhất là nuôi bò lấy sữa với chất lượng sữa tươi rất thơm ngon!",1
Vị trí rất trung tâm ngay gần Central Festivals,1
Điểm tham quan không thể bỏ qua tại Bắc Hà,1
"Không khí rất đông vui, bán và trưng bày phần lớn là các mặt hàng thủ công mỹ nghệ của Đà Lạt",1
"Không thua kém gì các bãi tắm cũng rất đẹp khác như ở Lăng Cô (Huế), Mỹ Khê (Đà Nẵng). Một điểm du lịch lý tưởng",1
"Bãi trải rộng, nước nông, nước biển ấm. Thích hợp cho trẻ con vui chơi.",1
Cột cờ view khá đẹp vì đây là nơi cao nhất,1
"Quá đẹp và mát, phong cảnh thật tuyệt vời",1
Đến Bagan bạn nên đến thăm viếng Chùa Ananda.,1
Nếu có ít thời gian thì đây chắc chắn là bảo tàng bạn nên ghé thăm nhất,1
Không thể không ghé thăm khi bạn đã ở đây.,1
Thưởng thức chút yên bình và thú vui câu cá ở đây là miễn chê,1
Chắc chắn nên ghé thăm và chụp một tấm hình lưu niệm ở nơi này. ,1
"Ninh Bình là 1 trong 3 điểm đến hấp dẫn nhất miền Bắc. Ninh Bình hấp dẫn bởi các thắng cảnh tự nhiên vô cùng hùng vĩ và tráng lệ. Hấp dẫn nhất trong số đó là thắng cảnh Tràng An và Tam Cốc, kế đến là Nhà Thờ Phát Diệm, chùa Bái Đính và Cố Đô Hoa Lư, và Vườn Quốc Gia Cúc Phương cho những ai thích tự nhiên. Người dân nơi đây rất mến khách, tới đây bạn sẽ được rời xa cuộc sống bon chen thành phố để sống với cuộc sống yên bình thôn dã.",1
"Mát mẻ, trong lành, yên tĩnh, thích hợp để thư giãn",1
"Nằm ở ngay trung tâm Sapa, tiện cho việc tham quan.",1
"Vắng vẻ, hoang sơ và đẹp lắm",1
Nước biển rất mát. Hải sản tươi sống đa dạng,1
Bãi biển sạch đẹp cho cả việc chụp ảnh và tắm,1
"Cảnh đẹp, đi nghỉ 2 ngày 1 đêm rất hợp lý. Mọi dịch vụ thật tuyệt vời.",1
"Cảnh vật thanh bình, rất thích hợp để đi dạo.",1
Một liệu pháp rất hữu hiệu,1
"Nước trong, dễ dàng vui chơi, bơi lội",1
Nhiều cảm xúc ùa về khi tới tham quan,1
Cảm giác không gì tả xiết khi cùng con chiến mã Thống Nhất chinh phục ngọn đèo,1
"Toàn bộ phong cảnh làng rau nhìn thật tươi mát, yên bình.",1
"Bán rất nhiều thứ, ăn lại ngon nữa",1
"Hoang sơ, gần gũi với thiên nhiên, nên đến đây khi Bình Ba còn chưa bị thương mại hóa",1
Người dân hiền lành thân thiện. Phù hợp cho 1 chuyến nghỉ hè cùng gia đình và bạn bè,1
"Rất nhiều hàng ăn, khu mua sắm, nhiều khu vui chơi trẻ em.",1
Rất thú vị. Phù hợp cho đối tượng khách thích du lịch biển và văn hóa dân gian Quảng Nam.,1
"Rất cổ kính, đẹp, yên tĩnh.",1
Đáp ứng mọi nhu cầu mua sắm - tham quan - vui chơi - giải trí - thưởng thức ẩm thực ,1
Đi dạo dọc tuyến phố từ Hàng Đào - Chợ Đồng Xuân thật là thú vị!,1
Thực sự là thiên đường mua sắm tại thành phố du lịch nổi tiếng này         ,1
Có một số di tích lịch sử ở Đảo Lớn có thể giúp bạn hiểu rõ hơn về Hải Đội Hoàng Sa,1
 Đi trên cung đường mà cảm xúc thay đổi nhiều cung bậc như nghe một cung đàn.   ,1
Chắc chắn làm bạn hài lòng,1
Nếu gia đình bạn có trẻ nhỏ thì có lẽ đây là điểm tham quan hay và nên đi tại Thailand.,1
Nhiều loại mặt hàng mới và lạ,1
Ai chưa biết cây sim là gì thì cũng nên đi cho biết,1
"View ngoạn mục, rất hấp dẫn cho ai đó thích cảm giác mạnh, thích những khung hình chụp lạ mắt. ",1
"Điều mình thích ở đây là gặp rất nhiều xương rồng mọc ở các vách đá, đẹp và hoang sơ",1
"Cao nguyên đá này là một cụm thắng cảnh đặc sắc, có ý nghĩa tới mức được UNESCO cho vào danh sách di sản văn hoá thế giới. Xét về vẻ đẹp, tôi thấy nó vừa hùng vĩ, vừa nên thơ. Nói như vậy là bởi tôi thấy nơi đây có   những ngọn núi, đồi có  đá tai mèo nhấp nhô, bao quanh bởi những con đường cong cong, tạo thành một ""khuôn viên""; khổng lồ, đúng với tên gọi : công viên đá. Mới được biết đến vài năm trở lại đây, và được UNESCO tài trợ, khu thắng cảnh rộng nhưng trông rất ngăn nắp, quy củ.
                                    ",1
Điểm đáng để đi ở Phú Quốc ,1
"Ở vị trí trung tâm, xung quanh tấp nập đông vui ",1
"Bầu không khí chậm rãi, không vội vàng tấp nập. Một trải nghiệm cho người có tính nghệ sĩ.",1
"Phong cảnh Vườn quốc gia Ba Vì. Không khí trong lành, thời tiết luôn mát mẻ.",1
"Phong cảnh đẹp, không khí thoáng mát, thức ăn ngon, thái độ phục vụ của nhân viên khách sạn, nhà hàng rất tốt.",1
"Huế rất đẹp, thành phố xinh xắn, duyên dáng. Cảm giác chỗ nào ở Huế cũng là di sản. Rất phù hợp với người nào lãng mạn và hoài cổ.",1
"Hội An có tất cả những gì tôi muốn - di sản - văn hóa, biển, con người thân thiện, đồng quê trong lành.",1
Là nơi phải đến thăm,1
Nhiều thông tin hữu ích về văn hoá các vùng miền ,1
